id,lat,lng
647121289300340737,41.384586,2.163241
647123316457766912,41.158538,1.106114
647126952093065216,41.404233,2.166152
647127380423757824,41.569738,2.011809
647119833990103040,39.472021,-0.340001
647118827487166464,39.472023,-0.340077
647129545980649473,41.401179,2.140069
647130409394929664,41.40121,2.140023
647133078352228352,41.537014,2.444231
644946278716178432,10.202916,-68.002256
647142694561710080,41.118119,1.25557
647145900586852353,41.492996,2.073281
646999228317888512,41.160522,1.109634
647154517901881344,41.990556,2.810556
647156845757526019,39.472122,-0.339759
647160635441172480,39.472048,-0.33981
647164158811598848,41.9833,2.81667
645570509275594752,41.406269,2.217512
606757183313854464,41.534663,2.183294
647175799448162304,41.423505,2.149853
647177929173127168,41.401248,2.139916
647183563809357824,-33.439056,-70.639244
647188812280537089,41.159155,1.107929
647199402939908096,44.977381,-93.273418
646825592743198720,41.980051,2.817125
647294815831502848,38.950653,-5.856487
647295205868216320,38.950654,-5.856496
647295599998537728,38.950654,-5.856493
647295762137808896,36.742916,-3.552537
647296004375625728,38.950643,-5.856475
647296408505163776,38.950653,-5.856493
647312811123691520,39.47645,-0.354023
647313431025074177,39.476461,-0.353984
647314132727951364,39.476393,-0.35395
647321850054340608,41.604609,2.28186
647323910724259840,41.604609,2.28186
647325764615061504,41.604609,2.28186
647328157712912384,46.229685,6.054492
647333337405657089,42.174518,2.930764
646945355830050816,42.174518,2.930764
647371165212770304,41.401205,2.140034
647382375677079553,42.217385,2.866268
647382734969667584,41.454514,2.223283
647392854759866368,42.391035,-8.69496
647405578051026944,41.357997,2.060848
647409783277010944,41.401189,2.140079
647421180614471680,41.538373,2.444151
647423001441472512,41.362397,2.106829
647424929089081344,46.223484,6.110103
647426678222913536,41.307869,2.011358
647429861984849920,41.39,2.16431
647433890152366080,41.373717,2.149979
647438696707260416,41.373717,2.149979
647440176042639360,41.634729,-0.867315
647444351874957312,41.381533,2.107981
647460247460802560,41.381533,2.107981
647460862677151745,41.37323,2.14997
647463515729592320,41.37323,2.14997
647464132002869248,41.382745,2.108844
647468729589215232,41.382954,2.110307
647475019707191297,41.3833,2.18333
647478497984819200,40.802563,0.695602
647481203868700672,41.382619,2.109195
647481953181147137,41.443287,2.22097
647484790166450176,41.443335,2.220916
647485439830589440,41.443115,2.221056
647485443454316544,41.37323,2.14997
647485633531875329,42.500846,1.512171
647486073304686592,41.443386,2.220967
647486229798350848,41.373717,2.149979
647486419355762688,41.373315,2.150388
647486613321293824,41.443386,2.220967
647487181544660992,41.436897,2.218093
647488393585278976,40.802563,0.695602
647491089935519744,41.371997,2.15116
647491969837629440,41.371997,2.15116
647493297729077251,41.118109,1.255534
647493350841581568,41.444299,2.221806
647493715750162432,41.92496,2.250519
647495022485573632,41.371997,2.15116
647495238513262592,40.802517,0.695548
647496028246134784,41.443323,2.221285
647496819832979456,41.375,2.149
647496902355890176,42.507361,1.529023
647503659450822656,41.373717,2.149979
647506035910049792,41.792467,2.220692
647506956983234560,41.373717,2.149979
647509791011508224,41.373717,2.149979
647511407760510976,41.37323,2.14997
647513511103475712,41.37323,2.14997
647519433565540352,41.543895,2.202295
647530260955856896,41.351351,2.112221
647531437646827521,41.465583,2.269299
647531529351131136,41.373717,2.149979
647532284007030785,41.468601,2.268991
647653618930331648,41.4011505,2.1401045
647656152885555200,41.4758836,2.2816932
647664104925208576,41.4011904,2.1400256
647675775391543297,41.1144218,1.2525001
647676179558875136,41.3845267,2.1423118
647679673351176192,41.4681151,2.2835363
647684987853082624,41.37371738,2.14997913
647690968133533698,41.37323,2.1499701
647699389654413312,41.37323,2.1499701
647705128838004736,41.37115278,2.15173611
647706287086526464,41.36905533,2.15302376
647713239812468737,41.3744275,2.1406189
647717270009962496,41.44131111,2.21750278
647721676122120193,41.38805556,2.18888889
647728492948389888,41.38277778,2.17666667
647735198629564416,41.3833,2.18333
647739795679133696,55.824699,-4.2101185
647740189067112448,41.4684884,2.2836695
647744449817088001,42.10813438,3.16881721
647763643887689728,41.1208635,1.2504412
647771192204632064,40.0693447,-2.13494844
647785140987535360,42.6222096,1.1228815
647793659556044800,50.89985993,4.48343765
647821775208882177,41.41875699,2.16179078
647822813873729536,41.4760234,2.2816443
647835907794538496,40.4133064,-3.6952361
647837932452245508,41.4759259,2.2817303
647838351647744000,41.9175911,3.2065499
647839346524037120,41.3846403,2.1632434
647839513398628352,41.4759151,2.2817264
647840680778272768,41.4759867,2.2816788
647855125692837888,41.4758477,2.2817053
647855278407426049,39.5403216,2.7109594
647855305544495104,41.31766927,2.0202329
647858805426950144,41.61277778,2.6575
647865918899384320,37.49186,-122.231388
647881868549988352,42.5073906,1.5290101
647889632860880896,41.4282016,2.20460249
647891542263336960,41.11811332,1.25555091
647894242912632832,39.90179069,-75.04973721
647894572081639424,41.91663102,3.1646035
647895670448373760,41.11809263,1.25548164
647896510345146368,41.610953,0.6320383
647896596248723456,41.11809705,1.25550856
647896772086468609,41.11809705,1.25550856
647896959467024384,41.6109568,0.6320263
647897403060846592,41.97133615,2.82740527
647898655446421504,41.343141,2.0391242
647899556953219072,41.6167,2.55
647901929041997824,41.6109622,0.6320233
647909747807666177,41.6109408,0.6320271
647994260718022656,-40.81251333,-62.99062333
648001945786032128,10.69176031,-71.61162952
648003738511273984,40.374042,-3.600272
648010632097329152,41.5696869,2.0117098
648012300071211008,41.6694,2.26337
648012952683982848,41.1146072,1.2596211
648014954172256256,41.6667552,2.25885316
648016067713966080,41.7996026,2.2169812
648022200776306688,41.4729349,2.2689904
648022433119649792,41.6667552,2.25885316
648022645884121088,40.44779273,-3.78123331
648023482568167425,41.40715786,2.1552766
648024804000428032,36.7051682,-3.49261681
648025907257602048,41.73119637,1.51436292
648026430731866112,41.38610333,2.15357556
648026481126449152,41.4759131,2.2817385
648027150382051328,40.4203,-3.7058
648028530572443649,41.375,2.149
648029124955623424,41.375,2.149
648030110373679104,41.6667552,2.25885316
648030152857747456,41.40181007,2.2157095
648031039978254336,41.37527778,2.13638889
648031052129271808,41.40074292,2.1836406
648031379255640064,41.38529085,2.13351086
648032396890218496,42.24610576,1.97536738
648032984973619200,41.37323,2.1499701
648033044956360704,41.55,2.1
648033233842634752,41.475874,2.2817437
648033941488816128,41.4023004,2.1795559
648034397636153344,41.4023004,2.1795559
648034526682329088,41.72229653,1.82750529
648035086827261952,41.68765628,2.48934344
648035995632422912,41.2833,1.96667
648037125972103173,41.4018761,2.19859896
648038203459547136,48.21673239,16.40871146
648038672713936896,41.6667552,2.25885316
648040069882888192,41.5833,1.63333
648041058862034944,41.3981772,2.1659108
648041071834963968,41.58611426,2.32474123
648041596970250240,37.1577661,-3.5997712
648042235083272192,41.16339351,1.1078358
648042309020463104,46.2275388,6.1066169
648042403794952192,41.3833,2.18333
648043830504214528,41.403605,2.143823
648046802265075712,41.68774388,2.16242172
648046921270083584,41.396467,2.1596534
648046934977028096,41.24527627,1.49276356
648047455746002944,41.3992821,2.1398737
648047860869632000,41.38519835,2.13006631
648049558417743872,41.0754565,-0.2172567
648050070198308864,41.11810025,1.25550207
648050508737945600,41.468312,2.2829417
648051121668407297,41.223281,1.726954
648051492457459712,41.4682974,2.2829334
648051530340409345,41.3856402,2.13009741
648051662507143168,51.7843599,5.9418043
648051774364848128,41.22123465,1.53327542
648052412586917889,41.66542861,2.20817724
648053013073014784,40.41048891,-3.79068674
648054114526601217,41.3783493,2.1449201
648054381104005120,41.42184521,2.18507322
648054553464709120,40.4158401,-3.7028
648054821124186112,41.38550622,2.13038734
648054879513112576,41.3839537,2.1414212
648055135621500928,42.2565928,-8.8073605
648055188847239168,41.6031189,2.2905099
648055975757266945,41.57700047,2.02430116
648057064690876417,41.15,1.11667
648057189324693504,40.7167,0.583333
648057774748766208,41.38135421,2.1239981
648058321010716673,41.15,1.11667
648059097854689280,37.9851102,-0.6595743
648059154679091200,41.609899,2.343081
648059238091091969,41.6667552,2.25885316
648059261864517632,41.3163678,2.0258515
648059907757993984,41.38718809,2.14907951
648061260035149824,41.8638897,2.6628252
648063394151579648,41.31761541,1.18013193
648064454257713152,41.38544859,2.13027326
648064692124958720,41.95,3.05
648064747653480448,41.4135883,2.1442785
648064770210291712,38.76595206,0.15124124
648066202678333440,37.3828,-5.97317
648066450989711360,41.42077471,2.20460557
648066684864045057,41.117414,1.25549
648066887864205312,41.4759976,2.2816932
648067247429320704,41.97982062,2.82284919
648068154778865664,41.58997437,2.5821197
648068822411251713,40.4203,-3.7058
648069109943439360,41.38856559,2.14885135
648069551603752964,42.31111,2.3652659
648069563653980161,41.3993636,2.186532
648069601297764352,40.4203,-3.7058
648069619715080193,41.8833,2.75
648069786254082048,39.4844092,-0.3831492
648069949685108736,41.3418503,2.0429001
648070522601914368,42.3613716,13.4106136
648070671298248706,42.4167,2.88333
648070760733478912,41.4179456,2.1906487
648070975943217152,42.3613553,13.4106693
648071516672888832,40.343903,-3.852779
648071771351064576,-23.62264555,-46.55134239
648072043175497728,41.39413996,2.14649844
648072324055437312,42.288164,3.274664
648072783273066496,41.42919068,2.15862336
648073218918600704,-23.62264555,-46.55134239
648073365392097280,41.4758888,2.2818046
648073497562902529,41.15,1.11667
648074617999912960,40.4203,-3.7058
648074622827560960,42.08009105,3.05563768
648074671389323265,41.4758695,2.2817655
648075369778692096,41.39003628,2.17125819
648076016116703233,41.385601,2.12976
648076113005146112,41.84485944,3.10149288
648076672172969984,41.39980531,2.12828235
648077610971451392,41.22123465,1.53327542
648077956296900608,-9.472,-77.4839
648078539955179520,41.39808029,2.1713542
648078611841462272,41.6469638,2.7408727
648078762203025408,41.41293187,2.19082085
648078847808786432,41.117484,1.255456
648079398000807936,41.3855356,2.1363858
648079516443742209,41.62419774,2.6946739
648079649591824385,40.4203,-3.7058
648079847982538752,41.9179111,3.20752819
648080187381428228,41.4667,2.26667
648080809065345024,41.37226,2.08429
648080930272378880,42.0273485,2.88031164
648081025969582080,42.07118417,1.86986571
648081706247954432,41.68,2.06027778
648082102060191744,41.42919068,2.15862336
648082379798507520,41.4813864,2.18797396
648082837745352705,41.3886581,2.1926964
648082861371822080,41.66995167,1.8629682
648082866673348608,41.5612906,2.00792148
648083170961793024,41.4833,2.31667
648083663700238336,41.3880704,2.1939314
648083921905696769,41.30211466,2.07319064
648084023676391424,41.4278648,2.1651947
648084380208902144,41.42123393,1.96841042
648084663546814464,41.4200706,2.1975999
648084678608470016,40.4203,-3.7058
648085353031684096,41.4032516,2.1523099
648086938457518080,41.40927515,2.16201084
648087023878864897,41.45433515,2.20750924
648087178589917184,41.56914586,2.01081353
648087329303867392,41.4758888,2.2817542
648087846897758208,41.9648406,2.8195039
648088022769135616,40.4577362,-3.5886246
648088023901577216,41.56914586,2.01081353
648088883201073152,40.4167,-3.70325
648089130187026433,41.9179111,3.20752819
648089264346005504,41.0755475,-0.2182448
648089298760282112,40.4618968,-3.6986812
648089650352025600,41.430913,2.1604362
648089697965731840,41.3787674,2.1917393
648089718681268224,40.4203,-3.7058
648089817431957504,41.55,2.1
648089977549639680,42.5073285,1.5290724
648090322375954432,41.97850471,2.80963475
648090449081561088,42.1,1.85
648090765504192512,41.75916667,0.96638889
648090949143425024,41.3079264,2.0111752
648091104823353344,42.28915721,3.27829839
648091473414479872,10.496,-66.8983
648091618227019776,41.3833,2.08333
648091697943941120,41.3879,2.16992
648091719326523393,41.15,1.11667
648091963628081152,41.1208697,1.2505043
648092117554720768,39.4702,-0.376805
648092398640230400,41.47764095,1.61202674
648093013110071296,41.52338445,2.22333687
648093176230752256,41.75916667,0.96638889
648093931746521088,41.38782568,2.12064401
648093964394860544,40.4167,-3.70325
648094041070964736,41.3993492,2.1219699
648094083898970112,41.75,1.8
648094746565472257,40.4203,-3.7058
648094760280784896,10.496,-66.8983
648095045921447936,41.3913918,2.1617501
648095315476774912,41.3913918,2.1617501
648095325442453504,41.62953766,0.89208419
648095751294308352,41.7333,1.83333
648095806667554816,41.638401,2.36341
648095942202134530,41.61777778,0.62666667
648096326249418752,41.12066963,1.1938604
648097325378879488,41.3788,2.16296
648097762999988224,41.40293714,2.19692333
648098465306812417,40.4557389,-3.6958489
648098635150815232,41.15,1.11667
648098812230303744,41.60733388,2.2939375
648099208172576768,41.49305419,2.02951741
648099351676350464,41.430439,2.1731999
648099473680396288,41.37522914,2.12046574
648099778862039041,40.4203,-3.7058
648099788924301312,41.13821329,1.05278698
648099794322259968,10.496,-66.8983
648099867336704000,41.3167,2
648099883220631552,41.38643733,2.16370115
648100254194253824,41.38643733,2.16370115
648100266911379456,41.618607,2.681536
648100469097672705,42.57303003,1.9692318
648100932631285760,42.1,1.85
648101891159785472,41.1869026,1.5384271
648102167841275905,41.9738298,2.809256
648102925579997184,41.37908309,2.13953798
648104160785756160,41.69985759,2.84338333
648104230163730432,41.43859866,1.86639791
648104292163977216,41.38643733,2.16370115
648104821979942913,40.4203,-3.7058
648104839151423488,10.496,-66.8983
648105083893321728,41.36295332,2.07269346
648105295437103104,41.2833,1.25
648105991528181760,35.76992866,-5.81342112
648106104463847424,41.4055595,2.1680501
648106507704369152,41.48210122,1.91502861
648107822769684480,41.67257411,0.8944835
648108445430886400,41.3677,2.0561
648108516318703617,41.6167,0.616667
648108989050454017,41.831262,2.8748243
648109022026055680,41.5466104,2.4318338
648109123075227648,41.67408274,2.21090759
648109160131919872,41.37853952,2.13919841
648109230801747968,37.3269935,-5.4176996
648109848551419904,40.4203,-3.7058
648110048602890240,41.4950667,2.2956236
648110085756059648,41.40710295,2.1546347
648110195806208000,41.4667,2.08333
648110256791363584,41.68001688,2.79478476
648110316556054528,42.05104812,2.25589939
648110690214002688,41.4949914,2.2956531
648110916639178752,41.6167,0.616667
648112462370312192,41.374691,2.12942
648112892999434240,40.71478835,-73.99896244
